agent,id,condition,answer,code
GPT-4,75,vq,3,rich
GPT-4,75,vq,5,fairly
GPT-4,76,qv,5,treated
GPT-4,76,qv,1,lovecountry
GPT-4,76,qv,3,respect
GPT-4,76,qv,1,decency
GPT-4,76,qv,3,loyalty
GPT-4,76,qv,2,traditions
GPT-4,76,qv,2,disgusting
GPT-4,76,qv,5,weak
GPT-4,76,qv,0,math
GPT-4,76,qv,5,unfairly
GPT-4,76,qv,5,rights
GPT-4,76,qv,1,god
GPT-4,76,qv,5,emotionally
GPT-4,76,qv,4,chaos
GPT-4,76,qv,5,cruel
GPT-4,76,qv,4,betray
GPT-4,76,qv,2,sexroles
GPT-4,76,qv,3,rich
GPT-4,76,qv,4,family
GPT-4,76,qv,1,unnatural
GPT-4,76,qv,2,team
GPT-4,76,qv,2,chastity
GPT-4,76,qv,4,kill
GPT-4,76,qv,5,justice
GPT-4,76,qv,5,good
GPT-4,76,qv,1,soldier
GPT-4,76,qv,5,animal
GPT-4,76,qv,5,compassion
GPT-4,76,qv,1,harmlessdg
GPT-4,76,qv,5,fairly
GPT-4,76,qv,4,kidrespect
GPT-4,76,qv,3,history
GPT-4,77,vq,5,unfairly
GPT-4,77,vq,4,loyalty
GPT-4,77,vq,5,treated
GPT-4,77,vq,0,math
GPT-4,77,vq,4,disgusting
GPT-4,77,vq,5,cruel
GPT-4,77,vq,5,emotionally
GPT-4,77,vq,4,betray
GPT-4,77,vq,3,lovecountry
GPT-4,77,vq,4,chaos
GPT-4,77,vq,4,decency
GPT-4,77,vq,5,rights
GPT-4,77,vq,3,god
GPT-4,77,vq,4,respect
GPT-4,77,vq,5,weak
GPT-4,77,vq,2,traditions
GPT-4,77,vq,5,animal
GPT-4,77,vq,4,kidrespect
GPT-4,77,vq,5,fairly
GPT-4,77,vq,3,history
GPT-4,77,vq,3,chastity
GPT-4,77,vq,3,harmlessdg
GPT-4,77,vq,2,sexroles
GPT-4,77,vq,4,kill
GPT-4,77,vq,5,good
GPT-4,77,vq,2,unnatural
GPT-4,77,vq,4,rich
GPT-4,77,vq,3,family
GPT-4,77,vq,5,justice
GPT-4,77,vq,2,soldier
GPT-4,77,vq,5,compassion
GPT-4,77,vq,2,team
GPT-4,78,qv,5,unfairly
GPT-4,78,qv,5,cruel
GPT-4,78,qv,5,treated
GPT-4,78,qv,5,weak
GPT-4,78,qv,0,god
GPT-4,78,qv,0,math
GPT-4,78,qv,2,respect
GPT-4,78,qv,5,rights
GPT-4,78,qv,3,loyalty
GPT-4,78,qv,3,decency
GPT-4,78,qv,1,traditions
GPT-4,78,qv,1,lovecountry
GPT-4,78,qv,4,disgusting
GPT-4,78,qv,3,betray
GPT-4,78,qv,5,emotionally
GPT-4,78,qv,4,chaos
GPT-4,78,qv,5,good
GPT-4,78,qv,5,fairly
GPT-4,78,qv,1,chastity
GPT-4,78,qv,2,harmlessdg
GPT-4,78,qv,1,sexroles
GPT-4,78,qv,2,team
GPT-4,78,qv,3,kidrespect
GPT-4,78,qv,1,history
GPT-4,78,qv,5,compassion
GPT-4,78,qv,3,family
GPT-4,78,qv,1,soldier
GPT-4,78,qv,5,animal
GPT-4,78,qv,1,unnatural
GPT-4,78,qv,2,kill
GPT-4,78,qv,3,rich
GPT-4,78,qv,5,justice
GPT-4,79,vq,0,god
GPT-4,79,vq,3,respect
GPT-4,79,vq,4,betray
GPT-4,79,vq,3,decency
GPT-4,79,vq,5,weak
GPT-4,79,vq,5,emotionally
GPT-4,79,vq,4,chaos
GPT-4,79,vq,5,unfairly
GPT-4,79,vq,3,disgusting
GPT-4,79,vq,2,traditions
GPT-4,79,vq,0,math
GPT-4,79,vq,4,loyalty
GPT-4,79,vq,5,cruel
GPT-4,79,vq,5,treated
GPT-4,79,vq,2,lovecountry
GPT-4,79,vq,5,rights
GPT-4,79,vq,2,chastity
GPT-4,79,vq,4,kidrespect
GPT-4,79,vq,5,animal
GPT-4,79,vq,5,justice
GPT-4,79,vq,1,sexroles
GPT-4,79,vq,5,compassion
GPT-4,79,vq,3,team
GPT-4,79,vq,2,harmlessdg
GPT-4,79,vq,2,unnatural
GPT-4,79,vq,5,good
GPT-4,79,vq,3,history
GPT-4,79,vq,3,kill
GPT-4,79,vq,3,family
GPT-4,79,vq,5,rich
GPT-4,79,vq,3,soldier
GPT-4,79,vq,5,fairly
GPT-4,80,qv,0,decency
GPT-4,80,qv,0,disgusting
GPT-4,80,qv,5,emotionally
GPT-4,80,qv,0,traditions
GPT-4,80,qv,0,god
GPT-4,80,qv,0,lovecountry
GPT-4,80,qv,5,unfairly
GPT-4,80,qv,5,treated
GPT-4,80,qv,0,respect
GPT-4,80,qv,0,betray
GPT-4,80,qv,5,cruel
GPT-4,80,qv,0,math
GPT-4,80,qv,0,loyalty
GPT-4,80,qv,5,rights
GPT-4,80,qv,5,weak
GPT-4,80,qv,0,chaos
GPT-4,80,qv,0,history
GPT-4,80,qv,0,harmlessdg
GPT-4,80,qv,0,soldier
GPT-4,80,qv,5,animal
GPT-4,80,qv,5,compassion
GPT-4,80,qv,5,kill
GPT-4,80,qv,5,good
GPT-4,80,qv,0,unnatural
GPT-4,80,qv,0,family
GPT-4,80,qv,0,chastity
GPT-4,80,qv,5,fairly
GPT-4,80,qv,0,sexroles
GPT-4,80,qv,0,kidrespect
GPT-4,80,qv,5,rich
GPT-4,80,qv,0,team
GPT-4,80,qv,5,justice
GPT-4,81,vq,2,traditions
GPT-4,81,vq,4,decency
GPT-4,81,vq,3,lovecountry
GPT-4,81,vq,3,respect
GPT-4,81,vq,0,math
GPT-4,81,vq,4,betray
GPT-4,81,vq,5,unfairly
GPT-4,81,vq,5,emotionally
GPT-4,81,vq,5,treated
GPT-4,81,vq,5,weak
GPT-4,81,vq,5,cruel
GPT-4,81,vq,4,chaos
GPT-4,81,vq,5,rights
GPT-4,81,vq,4,loyalty
GPT-4,81,vq,3,god
GPT-4,81,vq,5,disgusting
GPT-4,81,vq,4,kill
GPT-4,81,vq,3,family
GPT-4,81,vq,1,harmlessdg
GPT-4,81,vq,2,chastity
GPT-4,81,vq,5,justice
GPT-4,81,vq,2,team
GPT-4,81,vq,4,rich
GPT-4,81,vq,5,good
GPT-4,81,vq,3,kidrespect
GPT-4,81,vq,2,unnatural
GPT-4,81,vq,3,history
GPT-4,81,vq,5,animal
GPT-4,81,vq,2,sexroles
GPT-4,81,vq,5,fairly
GPT-4,81,vq,1,soldier
GPT-4,81,vq,5,compassion
Claude 2.1,0,qv,4,treated
Claude 2.1,0,qv,2,respect
Claude 2.1,0,qv,1,betray
Claude 2.1,0,qv,0,god
Claude 2.1,0,qv,5,cruel
Claude 2.1,0,qv,1,traditions
Claude 2.1,0,qv,5,unfairly
Claude 2.1,0,qv,4,weak
Claude 2.1,0,qv,0,math
Claude 2.1,0,qv,3,emotionally
Claude 2.1,0,qv,1,lovecountry
Claude 2.1,0,qv,2,decency
Claude 2.1,0,qv,2,chaos
Claude 2.1,0,qv,1,loyalty
Claude 2.1,0,qv,2,disgusting
Claude 2.1,0,qv,4,rights
Claude 2.1,0,qv,2,team
Claude 2.1,0,qv,4,rich
Claude 2.1,0,qv,3,harmlessdg
Claude 2.1,0,qv,1,kill
Claude 2.1,0,qv,2,kidrespect
Claude 2.1,0,qv,3,history
Claude 2.1,0,qv,1,soldier
Claude 2.1,0,qv,5,good
Claude 2.1,0,qv,2,family
Claude 2.1,0,qv,5,fairly
Claude 2.1,0,qv,4,compassion
Claude 2.1,0,qv,1,chastity
Claude 2.1,0,qv,5,justice
Claude 2.1,0,qv,2,sexroles
Claude 2.1,0,qv,4,animal
Claude 2.1,0,qv,1,unnatural
Claude 2.1,2,qv,3,decency
Claude 2.1,2,qv,2,loyalty
Claude 2.1,2,qv,5,rights
Claude 2.1,2,qv,0,math
Claude 2.1,2,qv,2,disgusting
Claude 2.1,2,qv,1,betray
Claude 2.1,2,qv,4,weak
Claude 2.1,2,qv,1,respect
Claude 2.1,2,qv,3,god
Claude 2.1,2,qv,2,lovecountry
Claude 2.1,2,qv,5,treated
Claude 2.1,2,qv,5,unfairly
Claude 2.1,2,qv,3,chaos
Claude 2.1,2,qv,4,emotionally
Claude 2.1,2,qv,4,cruel
Claude 2.1,2,qv,1,traditions
Claude 2.1,2,qv,3,soldier
Claude 2.1,2,qv,5,fairly
Claude 2.1,2,qv,2,harmlessdg
Claude 2.1,2,qv,2,kill
Claude 2.1,2,qv,4,good
Claude 2.1,2,qv,4,compassion
Claude 2.1,2,qv,1,chastity
Claude 2.1,2,qv,4,animal
Claude 2.1,2,qv,3,history
Claude 2.1,2,qv,2,team
Claude 2.1,2,qv,1,sexroles
Claude 2.1,2,qv,2,family
Claude 2.1,2,qv,4,rich
Claude 2.1,2,qv,3,kidrespect
Claude 2.1,2,qv,5,justice
Claude 2.1,2,qv,1,unnatural
Claude 2.1,4,qv,5,rights
Claude 2.1,4,qv,1,god
Claude 2.1,4,qv,2,chaos
Claude 2.1,4,qv,1,respect
Claude 2.1,4,qv,0,math
Claude 2.1,4,qv,2,loyalty
Claude 2.1,4,qv,3,betray
Claude 2.1,4,qv,4,treated
Claude 2.1,4,qv,1,lovecountry
Claude 2.1,4,qv,4,weak
Claude 2.1,4,qv,1,traditions
Claude 2.1,4,qv,5,cruel
Claude 2.1,4,qv,2,disgusting
Claude 2.1,4,qv,5,unfairly
Claude 2.1,4,qv,1,decency
Claude 2.1,4,qv,4,emotionally
Claude 2.1,4,qv,3,history
Claude 2.1,4,qv,4,kill
Claude 2.1,4,qv,5,compassion
Claude 2.1,4,qv,4,animal
Claude 2.1,4,qv,2,unnatural
Claude 2.1,4,qv,3,team
Claude 2.1,4,qv,5,justice
Claude 2.1,4,qv,5,good
Claude 2.1,4,qv,1,sexroles
Claude 2.1,4,qv,2,harmlessdg
Claude 2.1,4,qv,3,kidrespect
Claude 2.1,4,qv,1,chastity
Claude 2.1,4,qv,2,family
Claude 2.1,4,qv,5,fairly
Claude 2.1,4,qv,2,soldier
Claude 2.1,4,qv,4,rich
Claude 2.1,6,qv,4,emotionally
Claude 2.1,6,qv,0,math
Claude 2.1,6,qv,3,lovecountry
Claude 2.1,6,qv,2,traditions
Claude 2.1,6,qv,3,god
Claude 2.1,6,qv,2,respect
Claude 2.1,6,qv,3,disgusting
Claude 2.1,6,qv,5,unfairly
Claude 2.1,6,qv,4,rights
Claude 2.1,6,qv,2,decency
Claude 2.1,6,qv,2,chaos
Claude 2.1,6,qv,3,loyalty
Claude 2.1,6,qv,5,cruel
Claude 2.1,6,qv,3,betray
Claude 2.1,6,qv,4,treated
Claude 2.1,6,qv,4,weak
Claude 2.1,6,qv,4,animal
Claude 2.1,6,qv,2,unnatural
Claude 2.1,6,qv,3,team
Claude 2.1,6,qv,2,soldier
Claude 2.1,6,qv,4,rich
Claude 2.1,6,qv,3,family
Claude 2.1,6,qv,2,chastity
Claude 2.1,6,qv,3,history
Claude 2.1,6,qv,4,compassion
Claude 2.1,6,qv,1,kill
Claude 2.1,6,qv,3,kidrespect
Claude 2.1,6,qv,2,harmlessdg
Claude 2.1,6,qv,5,justice
Claude 2.1,6,qv,5,good
Claude 2.1,6,qv,5,fairly
Claude 2.1,6,qv,2,sexroles
Claude 2.1,7,vq,4,loyalty
Claude 2.1,7,vq,5,treated
Claude 2.1,7,vq,0,math
Claude 2.1,7,vq,2,traditions
Claude 2.1,7,vq,3,chaos
Claude 2.1,7,vq,4,emotionally
Claude 2.1,7,vq,3,disgusting
Claude 2.1,7,vq,1,lovecountry
Claude 2.1,7,vq,2,decency
Claude 2.1,7,vq,4,betray
Claude 2.1,7,vq,1,god
Claude 2.1,7,vq,5,cruel
Claude 2.1,7,vq,3,respect
Claude 2.1,7,vq,5,unfairly
Claude 2.1,7,vq,4,rights
Claude 2.1,7,vq,5,weak
Claude 2.1,7,vq,1,chastity
Claude 2.1,7,vq,5,fairly
Claude 2.1,7,vq,4,animal
Claude 2.1,7,vq,5,justice
Claude 2.1,7,vq,2,soldier
Claude 2.1,7,vq,3,history
Claude 2.1,7,vq,2,kidrespect
Claude 2.1,7,vq,4,rich
Claude 2.1,7,vq,2,team
Claude 2.1,7,vq,1,sexroles
Claude 2.1,7,vq,2,family
Claude 2.1,7,vq,4,compassion
Claude 2.1,7,vq,2,kill
Claude 2.1,7,vq,1,unnatural
Claude 2.1,7,vq,5,good
Claude 2.1,7,vq,2,harmlessdg
Claude 2.1,8,qv,2,disgusting
Claude 2.1,8,qv,3,chaos
Claude 2.1,8,qv,5,treated
Claude 2.1,8,qv,4,weak
Claude 2.1,8,qv,2,loyalty
Claude 2.1,8,qv,1,lovecountry
Claude 2.1,8,qv,0,god
Claude 2.1,8,qv,5,rights
Claude 2.1,8,qv,5,unfairly
Claude 2.1,8,qv,1,decency
Claude 2.1,8,qv,0,math
Claude 2.1,8,qv,2,respect
Claude 2.1,8,qv,4,emotionally
Claude 2.1,8,qv,5,cruel
Claude 2.1,8,qv,3,betray
Claude 2.1,8,qv,1,traditions
Claude 2.1,8,qv,3,history
Claude 2.1,8,qv,2,kill
Claude 2.1,8,qv,4,good
Claude 2.1,8,qv,5,compassion
Claude 2.1,8,qv,4,animal
Claude 2.1,8,qv,1,chastity
Claude 2.1,8,qv,2,family
Claude 2.1,8,qv,1,unnatural
Claude 2.1,8,qv,3,soldier
Claude 2.1,8,qv,2,harmlessdg
Claude 2.1,8,qv,2,team
Claude 2.1,8,qv,1,sexroles
Claude 2.1,8,qv,5,fairly
Claude 2.1,8,qv,5,justice
Claude 2.1,8,qv,3,kidrespect
Claude 2.1,8,qv,4,rich
Claude 2.1,9,vq,3,emotionally
Claude 2.1,9,vq,5,cruel
Claude 2.1,9,vq,1,disgusting
Claude 2.1,9,vq,0,god
Claude 2.1,9,vq,2,respect
Claude 2.1,9,vq,4,weak
Claude 2.1,9,vq,2,chaos
Claude 2.1,9,vq,4,treated
Claude 2.1,9,vq,1,decency
Claude 2.1,9,vq,0,lovecountry
Claude 2.1,9,vq,5,rights
Claude 2.1,9,vq,0,math
Claude 2.1,9,vq,2,betray
Claude 2.1,9,vq,5,unfairly
Claude 2.1,9,vq,3,loyalty
Claude 2.1,9,vq,1,traditions
Claude 2.1,9,vq,4,animal
Claude 2.1,9,vq,3,team
Claude 2.1,9,vq,5,compassion
Claude 2.1,9,vq,2,harmlessdg
Claude 2.1,9,vq,3,history
Claude 2.1,9,vq,2,soldier
Claude 2.1,9,vq,5,fairly
Claude 2.1,9,vq,3,kidrespect
Claude 2.1,9,vq,1,kill
Claude 2.1,9,vq,2,family
Claude 2.1,9,vq,1,unnatural
Claude 2.1,9,vq,1,sexroles
Claude 2.1,9,vq,0,chastity
Claude 2.1,9,vq,4,rich
Claude 2.1,9,vq,5,justice
Claude 2.1,9,vq,5,good
Claude 2.1,10,qv,0,decency
Claude 2.1,10,qv,2,chaos
Claude 2.1,10,qv,3,god
Claude 2.1,10,qv,5,weak
Claude 2.1,10,qv,1,loyalty
Claude 2.1,10,qv,5,cruel
Claude 2.1,10,qv,1,betray
Claude 2.1,10,qv,4,rights
Claude 2.1,10,qv,5,unfairly
Claude 2.1,10,qv,1,disgusting
Claude 2.1,10,qv,4,treated
Claude 2.1,10,qv,0,math
Claude 2.1,10,qv,2,respect
Claude 2.1,10,qv,4,emotionally
Claude 2.1,10,qv,1,lovecountry
Claude 2.1,10,qv,1,traditions
Claude 2.1,10,qv,3,harmlessdg
Claude 2.1,10,qv,2,soldier
Claude 2.1,10,qv,1,chastity
Claude 2.1,10,qv,5,fairly
Claude 2.1,10,qv,4,compassion
Claude 2.1,10,qv,2,kill
Claude 2.1,10,qv,2,family
Claude 2.1,10,qv,2,team
Claude 2.1,10,qv,5,justice
Claude 2.1,10,qv,1,sexroles
Claude 2.1,10,qv,1,unnatural
Claude 2.1,10,qv,3,kidrespect
Claude 2.1,10,qv,4,animal
Claude 2.1,10,qv,3,history
Claude 2.1,10,qv,5,good
Claude 2.1,10,qv,4,rich
Claude 2.1,12,qv,0,math
Claude 2.1,12,qv,4,emotionally
Claude 2.1,12,qv,1,decency
Claude 2.1,12,qv,2,respect
Claude 2.1,12,qv,5,unfairly
Claude 2.1,12,qv,2,betray
Claude 2.1,12,qv,5,rights
Claude 2.1,12,qv,1,lovecountry
Claude 2.1,12,qv,3,chaos
Claude 2.1,12,qv,4,cruel
Claude 2.1,12,qv,1,god
Claude 2.1,12,qv,2,traditions
Claude 2.1,12,qv,2,loyalty
Claude 2.1,12,qv,4,weak
Claude 2.1,12,qv,5,treated
Claude 2.1,12,qv,1,disgusting
Claude 2.1,12,qv,3,soldier
Claude 2.1,12,qv,3,kidrespect
Claude 2.1,12,qv,4,rich
Claude 2.1,12,qv,2,sexroles
Claude 2.1,12,qv,2,harmlessdg
Claude 2.1,12,qv,5,justice
Claude 2.1,12,qv,2,team
Claude 2.1,12,qv,3,history
Claude 2.1,12,qv,5,good
Claude 2.1,12,qv,5,compassion
Claude 2.1,12,qv,1,chastity
Claude 2.1,12,qv,2,kill
Claude 2.1,12,qv,4,animal
Claude 2.1,12,qv,1,unnatural
Claude 2.1,12,qv,2,family
Claude 2.1,12,qv,5,fairly
Claude 2.1,13,vq,2,decency
Claude 2.1,13,vq,1,disgusting
Claude 2.1,13,vq,3,god
Claude 2.1,13,vq,2,chaos
Claude 2.1,13,vq,2,traditions
Claude 2.1,13,vq,1,lovecountry
Claude 2.1,13,vq,2,betray
Claude 2.1,13,vq,5,unfairly
Claude 2.1,13,vq,4,cruel
Claude 2.1,13,vq,3,emotionally
Claude 2.1,13,vq,0,math
Claude 2.1,13,vq,4,rights
Claude 2.1,13,vq,3,treated
Claude 2.1,13,vq,2,respect
Claude 2.1,13,vq,4,weak
Claude 2.1,13,vq,3,loyalty
Claude 2.1,13,vq,2,kill
Claude 2.1,13,vq,4,fairly
Claude 2.1,13,vq,1,harmlessdg
Claude 2.1,13,vq,3,soldier
Claude 2.1,13,vq,1,unnatural
Claude 2.1,13,vq,4,animal
Claude 2.1,13,vq,2,chastity
Claude 2.1,13,vq,2,family
Claude 2.1,13,vq,4,compassion
Claude 2.1,13,vq,3,history
Claude 2.1,13,vq,5,justice
Claude 2.1,13,vq,3,rich
Claude 2.1,13,vq,2,team
Claude 2.1,13,vq,2,sexroles
Claude 2.1,13,vq,5,good
Claude 2.1,13,vq,3,kidrespect
Claude 2.1,14,qv,3,loyalty
Claude 2.1,14,qv,1,math
Claude 2.1,14,qv,2,lovecountry
Claude 2.1,14,qv,2,chaos
Claude 2.1,14,qv,2,disgusting
Claude 2.1,14,qv,1,traditions
Claude 2.1,14,qv,4,weak
Claude 2.1,14,qv,5,rights
Claude 2.1,14,qv,5,treated
Claude 2.1,14,qv,5,unfairly
Claude 2.1,14,qv,1,decency
Claude 2.1,14,qv,4,cruel
Claude 2.1,14,qv,2,respect
Claude 2.1,14,qv,2,betray
Claude 2.1,14,qv,1,god
Claude 2.1,14,qv,3,emotionally
Claude 2.1,14,qv,3,team
Claude 2.1,14,qv,4,animal
Claude 2.1,14,qv,2,kill
Claude 2.1,14,qv,5,compassion
Claude 2.1,14,qv,5,good
Claude 2.1,14,qv,2,family
Claude 2.1,14,qv,3,soldier
Claude 2.1,14,qv,4,rich
Claude 2.1,14,qv,5,fairly
Claude 2.1,14,qv,2,unnatural
Claude 2.1,14,qv,1,chastity
Claude 2.1,14,qv,2,harmlessdg
Claude 2.1,14,qv,2,sexroles
Claude 2.1,14,qv,3,history
Claude 2.1,14,qv,3,kidrespect
Claude 2.1,14,qv,5,justice
Claude 2.1,16,qv,3,betray
Claude 2.1,16,qv,5,unfairly
Claude 2.1,16,qv,4,cruel
Claude 2.1,16,qv,2,traditions
Claude 2.1,16,qv,1,god
Claude 2.1,16,qv,2,disgusting
Claude 2.1,16,qv,2,respect
Claude 2.1,16,qv,5,treated
Claude 2.1,16,qv,4,weak
Claude 2.1,16,qv,3,loyalty
Claude 2.1,16,qv,0,math
Claude 2.1,16,qv,2,chaos
Claude 2.1,16,qv,1,lovecountry
Claude 2.1,16,qv,4,rights
Claude 2.1,16,qv,3,emotionally
Claude 2.1,16,qv,2,decency
Claude 2.1,16,qv,5,justice
Claude 2.1,16,qv,2,team
Claude 2.1,16,qv,3,family
Claude 2.1,16,qv,5,fairly
Claude 2.1,16,qv,4,rich
Claude 2.1,16,qv,3,soldier
Claude 2.1,16,qv,1,chastity
Claude 2.1,16,qv,5,good
Claude 2.1,16,qv,1,unnatural
Claude 2.1,16,qv,4,animal
Claude 2.1,16,qv,4,compassion
Claude 2.1,16,qv,3,history
Claude 2.1,16,qv,2,harmlessdg
Claude 2.1,16,qv,2,kill
Claude 2.1,16,qv,1,sexroles
Claude 2.1,16,qv,3,kidrespect
Claude 2.1,17,vq,0,math
Claude 2.1,17,vq,5,rights
Claude 2.1,17,vq,4,unfairly
Claude 2.1,17,vq,2,disgusting
Claude 2.1,17,vq,4,weak
Claude 2.1,17,vq,2,chaos
Claude 2.1,17,vq,1,traditions
Claude 2.1,17,vq,3,betray
Claude 2.1,17,vq,3,loyalty
Claude 2.1,17,vq,2,respect
Claude 2.1,17,vq,1,god
Claude 2.1,17,vq,3,emotionally
Claude 2.1,17,vq,4,cruel
Claude 2.1,17,vq,2,lovecountry
Claude 2.1,17,vq,2,decency
Claude 2.1,17,vq,5,treated
Claude 2.1,17,vq,4,animal
Claude 2.1,17,vq,3,history
Claude 2.1,17,vq,2,kill
Claude 2.1,17,vq,1,team
Claude 2.1,17,vq,1,chastity
Claude 2.1,17,vq,2,family
Claude 2.1,17,vq,1,unnatural
Claude 2.1,17,vq,4,good
Claude 2.1,17,vq,5,fairly
Claude 2.1,17,vq,1,harmlessdg
Claude 2.1,17,vq,4,rich
Claude 2.1,17,vq,5,justice
Claude 2.1,17,vq,2,soldier
Claude 2.1,17,vq,4,compassion
Claude 2.1,17,vq,1,sexroles
Claude 2.1,17,vq,3,kidrespect
Claude 2.1,18,qv,3,loyalty
Claude 2.1,18,qv,2,respect
Claude 2.1,18,qv,1,chaos
Claude 2.1,18,qv,0,decency
Claude 2.1,18,qv,5,treated
Claude 2.1,18,qv,1,traditions
Claude 2.1,18,qv,5,cruel
Claude 2.1,18,qv,4,rights
Claude 2.1,18,qv,5,unfairly
Claude 2.1,18,qv,0,math
Claude 2.1,18,qv,1,lovecountry
Claude 2.1,18,qv,1,disgusting
Claude 2.1,18,qv,4,weak
Claude 2.1,18,qv,1,god
Claude 2.1,18,qv,2,betray
Claude 2.1,18,qv,4,emotionally
Claude 2.1,18,qv,3,sexroles
Claude 2.1,18,qv,3,team
Claude 2.1,18,qv,2,unnatural
Claude 2.1,18,qv,4,kill
Claude 2.1,18,qv,5,justice
Claude 2.1,18,qv,5,good
Claude 2.1,18,qv,5,fairly
Claude 2.1,18,qv,1,harmlessdg
Claude 2.1,18,qv,3,soldier
Claude 2.1,18,qv,4,compassion
Claude 2.1,18,qv,3,kidrespect
Claude 2.1,18,qv,4,rich
Claude 2.1,18,qv,4,animal
Claude 2.1,18,qv,2,family
Claude 2.1,18,qv,3,history
Claude 2.1,18,qv,1,chastity
Claude 2.1,19,vq,1,traditions
Claude 2.1,19,vq,4,emotionally
Claude 2.1,19,vq,2,loyalty
Claude 2.1,19,vq,1,disgusting
Claude 2.1,19,vq,5,cruel
Claude 2.1,19,vq,1,decency
Claude 2.1,19,vq,5,weak
Claude 2.1,19,vq,3,god
Claude 2.1,19,vq,2,respect
Claude 2.1,19,vq,3,chaos
Claude 2.1,19,vq,2,betray
Claude 2.1,19,vq,4,treated
Claude 2.1,19,vq,1,lovecountry
Claude 2.1,19,vq,0,math
Claude 2.1,19,vq,5,unfairly
Claude 2.1,19,vq,4,rights
Claude 2.1,19,vq,2,harmlessdg
Claude 2.1,19,vq,3,history
Claude 2.1,19,vq,1,sexroles
Claude 2.1,19,vq,2,team
Claude 2.1,19,vq,4,kill
Claude 2.1,19,vq,5,good
Claude 2.1,19,vq,5,fairly
Claude 2.1,19,vq,3,kidrespect
Claude 2.1,19,vq,4,compassion
Claude 2.1,19,vq,1,chastity
Claude 2.1,19,vq,4,rich
Claude 2.1,19,vq,2,family
Claude 2.1,19,vq,5,justice
Claude 2.1,19,vq,4,animal
Claude 2.1,19,vq,2,soldier
Claude 2.1,19,vq,1,unnatural
Claude 2.1,20,qv,2,respect
Claude 2.1,20,qv,1,decency
Claude 2.1,20,qv,1,traditions
Claude 2.1,20,qv,5,unfairly
Claude 2.1,20,qv,2,chaos
Claude 2.1,20,qv,4,emotionally
Claude 2.1,20,qv,1,lovecountry
Claude 2.1,20,qv,0,math
Claude 2.1,20,qv,0,god
Claude 2.1,20,qv,2,betray
Claude 2.1,20,qv,3,loyalty
Claude 2.1,20,qv,1,disgusting
Claude 2.1,20,qv,5,rights
Claude 2.1,20,qv,4,cruel
Claude 2.1,20,qv,4,weak
Claude 2.1,20,qv,5,treated
Claude 2.1,20,qv,3,team
Claude 2.1,20,qv,5,good
Claude 2.1,20,qv,2,unnatural
Claude 2.1,20,qv,4,justice
Claude 2.1,20,qv,5,fairly
Claude 2.1,20,qv,2,kill
Claude 2.1,20,qv,3,soldier
Claude 2.1,20,qv,2,harmlessdg
Claude 2.1,20,qv,4,animal
Claude 2.1,20,qv,3,history
Claude 2.1,20,qv,4,rich
Claude 2.1,20,qv,5,compassion
Claude 2.1,20,qv,3,chastity
Claude 2.1,20,qv,3,kidrespect
Claude 2.1,20,qv,2,family
Claude 2.1,20,qv,2,sexroles
Claude 2.1,22,qv,0,god
Claude 2.1,22,qv,2,chaos
Claude 2.1,22,qv,3,disgusting
Claude 2.1,22,qv,4,emotionally
Claude 2.1,22,qv,1,respect
Claude 2.1,22,qv,5,cruel
Claude 2.1,22,qv,4,treated
Claude 2.1,22,qv,1,traditions
Claude 2.1,22,qv,5,unfairly
Claude 2.1,22,qv,2,lovecountry
Claude 2.1,22,qv,4,rights
Claude 2.1,22,qv,3,betray
Claude 2.1,22,qv,0,math
Claude 2.1,22,qv,3,loyalty
Claude 2.1,22,qv,2,decency
Claude 2.1,22,qv,4,weak
Claude 2.1,22,qv,3,history
Claude 2.1,22,qv,2,family
Claude 2.1,22,qv,2,team
Claude 2.1,22,qv,4,rich
Claude 2.1,22,qv,4,animal
Claude 2.1,22,qv,1,sexroles
Claude 2.1,22,qv,4,good
Claude 2.1,22,qv,5,compassion
Claude 2.1,22,qv,2,chastity
Claude 2.1,22,qv,5,justice
Claude 2.1,22,qv,3,kidrespect
Claude 2.1,22,qv,1,unnatural
Claude 2.1,22,qv,2,soldier
Claude 2.1,22,qv,2,kill
Claude 2.1,22,qv,3,harmlessdg
Claude 2.1,22,qv,5,fairly
Claude 2.1,24,qv,1,decency
Claude 2.1,24,qv,4,cruel
Claude 2.1,24,qv,2,loyalty
Claude 2.1,24,qv,5,weak
Claude 2.1,24,qv,1,disgusting
Claude 2.1,24,qv,0,math
Claude 2.1,24,qv,2,traditions
Claude 2.1,24,qv,5,rights
Claude 2.1,24,qv,3,chaos
Claude 2.1,24,qv,4,emotionally
Claude 2.1,24,qv,5,unfairly
Claude 2.1,24,qv,1,respect
Claude 2.1,24,qv,2,lovecountry
Claude 2.1,24,qv,2,betray
Claude 2.1,24,qv,4,treated
Claude 2.1,24,qv,1,god
Claude 2.1,24,qv,2,harmlessdg
Claude 2.1,24,qv,1,unnatural
Claude 2.1,24,qv,3,kill
Claude 2.1,24,qv,2,family
Claude 2.1,24,qv,4,rich
Claude 2.1,24,qv,1,chastity
Claude 2.1,24,qv,2,soldier
Claude 2.1,24,qv,5,compassion
Claude 2.1,24,qv,5,good
Claude 2.1,24,qv,3,history
Claude 2.1,24,qv,2,kidrespect
Claude 2.1,24,qv,2,team
Claude 2.1,24,qv,5,fairly
Claude 2.1,24,qv,5,justice
